ID,TalkMove_Pred,Transcript,Turn,Sentence,TalkMove_Truth
6841,Revoicing,TalkBack.Year1.Carter.Fall.120619,91,Do you see how when she was six we put our finger here and we move up to the line and then we move forward,Keeping Everyone Together
6843,None,TalkBack.Year1.Carter.Fall.120619,93,Okay so six and a half was here we go up to here go over and its two and a half,None
6844,None,TalkBack.Year1.Carter.Fall.120619,93,Maybe using this might help you,None
6845,None,TalkBack.Year1.Carter.Fall.120619,93,Heres seven and a half and then you can turn it and go Now I see how I do it,None
6846,None,TalkBack.Year1.Carter.Fall.120619,93,Do you want to try another one of these before you start your work,Keeping Everyone Together
6847,None,TalkBack.Year1.Carter.Fall.120619,93,Liliths age when Noah was one and a half,None
6848,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.120619,93,Heres Noah wheres one and a half,Pressing for Accuracy
6849,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.120619,93,Good so when you put this here look at one and a half not lets turn here from this and we plot with that one,None
6850,None,TalkBack.Year1.Carter.Fall.120619,93,Its between five and six,None
6852,None,TalkBack.Year1.Carter.Fall.120619,95,Do you see how you use this,Keeping Everyone Together
6854,None,TalkBack.Year1.Carter.Fall.120619,97,Are you okay,Keeping Everyone Together
6856,None,TalkBack.Year1.Carter.Fall.120619,99,With this,Keeping Everyone Together
6857,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.120619,99,Okay is Noah ever going to reach up to Nora,Keeping Everyone Together
6859,Revoicing,TalkBack.Year1.Carter.Fall.120619,101,So its a constant they stay in that same point,None
6860,None,TalkBack.Year1.Carter.Fall.120619,101,Its just a constant its the same thing SS right,Keeping Everyone Together
6861,None,TalkBack.Year1.Carter.Fall.120619,101,Im not hearing people working and checking,None
6862,None,TalkBack.Year1.Carter.Fall.120619,101,Make sure youre working and checking please,None
6863,None,TalkBack.Year1.Carter.Fall.120619,101,So you guys dont have a new one,Keeping Everyone Together
6865,None,TalkBack.Year1.Carter.Fall.120619,103,Why dont you just do a new one then everybody can have their own copy,None
6866,None,TalkBack.Year1.Carter.Fall.120619,103,Did you guys already do Ls,Keeping Everyone Together
6868,None,TalkBack.Year1.Carter.Fall.120619,105,Okay,None
6869,None,TalkBack.Year1.Carter.Fall.120619,105,I know,None
6870,None,TalkBack.Year1.Carter.Fall.120619,105,Me too,None
6871,None,TalkBack.Year1.Carter.Fall.120619,105,There you go,None
6872,None,TalkBack.Year1.Carter.Fall.120619,105,Are you ready,Keeping Everyone Together
6874,None,TalkBack.Year1.Carter.Fall.120619,108,Please do not just get up and leave,None
6875,None,TalkBack.Year1.Carter.Fall.120619,108,Please do not,None
6876,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.120619,108,Lets go back to our learning intentions superduper quick before you go so that we can make sure I have this information,None
6877,None,TalkBack.Year1.Carter.Fall.120619,108,Youre supposed to be able to form ordered pairs graph them and interpret coordinate values in context within a situation,None
6878,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.120619,108,How do you know youve made it,Pressing for Accuracy
6879,None,TalkBack.Year1.Carter.Fall.120619,108,Write ordered pairs correctly,None
6880,None,TalkBack.Year1.Carter.Fall.120619,108,Show me how well you can do that,None
6881,None,TalkBack.Year1.Carter.Fall.120619,108,Thank you,None
6882,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.120619,108,Graph them accurately,None
6883,None,TalkBack.Year1.Carter.Fall.120619,108,Show me how well you can do that please,None
6884,None,TalkBack.Year1.Carter.Fall.120619,108,Thank you,None
6885,None,TalkBack.Year1.Carter.Fall.120619,108,Answer questions related to the data,None
6886,None,TalkBack.Year1.Carter.Fall.120619,108,Thank you,None
6887,None,TalkBack.Year1.Carter.Fall.120619,108,My choir friends make sure you take your casts and I dont know if you need your coats too,None
6888,None,TalkBack.Year1.Carter.Fall.120619,108,Probably,None
6889,None,TalkBack.Year1.Carter.Fall.120619,108,Take your coats and have fun,None
6890,None,TalkBack.Year1.Carter.Fall.120619,108,and well see you later okay,None
6891,None,TalkBack.Year1.Carter.Fall.120619,109,Bye,None
6893,None,TalkBack.Year1.Carter.Fall.120619,111,Bye you guys have fun,None
6894,None,TalkBack.Year1.Carter.Fall.120619,111,Thank you,None
6895,None,TalkBack.Year1.Carter.Fall.120619,111,Do you need help carrying stuff,None
6896,None,TalkBack.Year1.Carter.Fall.120619,111,Okay,None
6897,None,TalkBack.Year1.Carter.Fall.120619,111,SS right,None
6899,None,TalkBack.Year1.Carter.Fall.121019,1,So we have one team that theyre confused about their homework,None
6900,None,TalkBack.Year1.Carter.Fall.121019,1,They would like to come for a group with it,None
6901,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,1,Do we have somebody thats feCharlieng confident about their homework to give us and explain their thinking for us,Keeping Everyone Together
6902,None,TalkBack.Year1.Carter.Fall.121019,1,Wow nobody is feCharlieng confident,Keeping Everyone Together
6903,None,TalkBack.Year1.Carter.Fall.121019,1,I know we had a substitute yesterday but I know Angel said some things contently weve been interacting with,None
6904,None,TalkBack.Year1.Carter.Fall.121019,1,Yes its okay,None
6905,None,TalkBack.Year1.Carter.Fall.121019,1,Yes there you go thank you,None
6906,None,TalkBack.Year1.Carter.Fall.121019,1,Lots of volunteers now,None
6907,None,TalkBack.Year1.Carter.Fall.121019,1,Marvin can you come up and show yours please,Pressing for Accuracy
6908,None,TalkBack.Year1.Carter.Fall.121019,1,Give a round of applause for our volunteer,None
6909,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,2,Were watching to see what his thinking is were not working in our math journals or that ladies,None
6913,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,3,Because,Pressing for Reasoning
6915,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,5,Shelby and you dont like this why,Getting Students to Relate to Another's Ideas
6918,None,TalkBack.Year1.Carter.Fall.121019,7,Lots of people are not agreeing with you,None
6919,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,7,Pick somebody thats not agreeing with you to respond to you,Keeping Everyone Together
6922,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,9,Can you go back to the prompt to help us see that,Keeping Everyone Together
6923,None,TalkBack.Year1.Carter.Fall.121019,9,Read that for us Marvin,Keeping Everyone Together
6926,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,11,What should the picture look like,Pressing for Accuracy
6927,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,11,What are the keywords there,Pressing for Accuracy
6928,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,11,Everybody look and see what are the keywords to help you see how to modify this,Pressing for Accuracy
6929,None,TalkBack.Year1.Carter.Fall.121019,11,I like the way people are looking at their work on the board or theyre looking at their own homework,None
6930,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,11,What are the keys to tell you how to modify this,Pressing for Accuracy
6931,None,TalkBack.Year1.Carter.Fall.121019,11,Share with your shoulder partner,Keeping Everyone Together
6932,None,TalkBack.Year1.Carter.Fall.121019,11,Partner A shares their thinking,Keeping Everyone Together
6933,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,12,What are the keywords here River,Pressing for Accuracy
6935,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,13,What does that mean,Pressing for Accuracy
6936,Revoicing,TalkBack.Year1.Carter.Fall.121019,14,Keep the height the same and make it twice as wide,None
6937,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,14,Do we agree with that,Keeping Everyone Together
6938,None,TalkBack.Year1.Carter.Fall.121019,14,SS right and so any other questions about this,Keeping Everyone Together
6939,None,TalkBack.Year1.Carter.Fall.121019,14,Team four do you get it now,Keeping Everyone Together
6941,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,16,Rylee whats still confusing you,Keeping Everyone Together
6943,None,TalkBack.Year1.Carter.Fall.121019,18,Because Marvin is right there,None
6944,None,TalkBack.Year1.Carter.Fall.121019,18,You what,Keeping Everyone Together
6946,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,20,What could we ask Rylee to help him understand this,Pressing for Accuracy
6947,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,20,Does it have to be just related to todays homework to help him understand this,Getting Students to Relate to Another's Ideas
6948,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,20,Think about any of the lessons weve been doing what could we ask him about that would help him understand this,Getting Students to Relate to Another's Ideas
6949,None,TalkBack.Year1.Carter.Fall.121019,20,Stormy,None
6950,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,21,Which axis would you multiply to make it wider,Getting Students to Relate to Another's Ideas
6952,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,23,What do you think,Getting Students to Relate to Another's Ideas
6953,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,23,Do you agree with this answer,Getting Students to Relate to Another's Ideas
6954,None,TalkBack.Year1.Carter.Fall.121019,23,Let me know,None
6955,None,TalkBack.Year1.Carter.Fall.121019,23,There is your feedback Rylee,None
6956,None,TalkBack.Year1.Carter.Fall.121019,23,Thats the one that you want to make twice as big as the original,None
6957,None,TalkBack.Year1.Carter.Fall.121019,23,Thats just what Marvin did SS right,Keeping Everyone Together
6958,None,TalkBack.Year1.Carter.Fall.121019,23,A round of applause,None
6959,None,TalkBack.Year1.Carter.Fall.121019,24,Id like you to please leave your paper where its at and join me on the front,None
6960,None,TalkBack.Year1.Carter.Fall.121019,24,Thanks for getting here quickly,None
6961,None,TalkBack.Year1.Carter.Fall.121019,24,This was the problem that you were doing yesterday,None
6962,None,TalkBack.Year1.Carter.Fall.121019,24,This is the problem art he wants to make a picture on his reading folder and he wants it to look still like this booklet,None
6963,None,TalkBack.Year1.Carter.Fall.121019,24,He wants to make it larger so that its not more noticeable on his notebook,None
6964,None,TalkBack.Year1.Carter.Fall.121019,24,You guys remember that,Keeping Everyone Together
6966,None,TalkBack.Year1.Carter.Fall.121019,25,Okay,None
6967,None,TalkBack.Year1.Carter.Fall.121019,25,Where are my handydandy,None
6969,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,27,What do you think a good response would include to this problem,Pressing for Accuracy
6970,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,27,What would you need to do in order to have a good response to this,Pressing for Accuracy
6971,None,TalkBack.Year1.Carter.Fall.121019,27,Now Im just going to jot down your ideas on a sticky note that we can throw under here,None
6972,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,27,What would a good response include,Pressing for Accuracy
6973,None,TalkBack.Year1.Carter.Fall.121019,27,This was one of the questions,None
6974,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,27,Lets read it together,Keeping Everyone Together
6976,None,TalkBack.Year1.Carter.Fall.121019,29,Read this question,Keeping Everyone Together
6979,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,31,Thinking about those two questions what would we be looking for in an answer,Pressing for Accuracy
6980,None,TalkBack.Year1.Carter.Fall.121019,31,Need your elbow partner,None
6981,None,TalkBack.Year1.Carter.Fall.121019,31,Raise your hand if you dont have an elbow partner,Keeping Everyone Together
6982,None,TalkBack.Year1.Carter.Fall.121019,31,So then Makou will be Rebecca partner,None
6983,None,TalkBack.Year1.Carter.Fall.121019,31,There your partner can just come up and talk with Stevie,None
6984,None,TalkBack.Year1.Carter.Fall.121019,31,There we go,None
6985,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,31,Talk with your partner what are we looking for in order to have a good answer for this response so far,Pressing for Accuracy
6986,None,TalkBack.Year1.Carter.Fall.121019,31,Ready,Keeping Everyone Together
6987,None,TalkBack.Year1.Carter.Fall.121019,31,Go,Keeping Everyone Together
6988,None,TalkBack.Year1.Carter.Fall.121019,32,Okay thank you,None
6989,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,32,What will the response include so far,Pressing for Accuracy
6990,None,TalkBack.Year1.Carter.Fall.121019,32,Ready Ansley,Keeping Everyone Together
6992,None,TalkBack.Year1.Carter.Fall.121019,33,Can you talk about question one first so that we can go in order please,Keeping Everyone Together
6995,Revoicing,TalkBack.Year1.Carter.Fall.121019,35,Okay so a specific rule to make the picture,Keeping Everyone Together
6997,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,37,Anybody want to give any feedback on that,Getting Students to Relate to Another's Ideas
6998,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,37,Are you agreeing,Getting Students to Relate to Another's Ideas
6999,None,TalkBack.Year1.Carter.Fall.121019,37,Thank you,None
7000,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,38,What about number two what are we looking for there,Pressing for Accuracy
7002,Revoicing,TalkBack.Year1.Carter.Fall.121019,38,What youre looking for there is what you think the book actuSSy look like and how you think the book will change,Restating
7003,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,39,So describe the picture and it says Be specific about how you think the book will change what do you mean by that,Pressing for Accuracy
7005,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,41,What do you think of that,Getting Students to Relate to Another's Ideas
7006,None,TalkBack.Year1.Carter.Fall.121019,41,Anything else people want to add for either one of those,Getting Students to Relate to Another's Ideas
7007,None,TalkBack.Year1.Carter.Fall.121019,41,Im just jotting them down on the sticky notes so we can Asterluate some work together,None
7008,None,TalkBack.Year1.Carter.Fall.121019,41,I guess I should be putting this on the chart because its going to be hard to see it when we are looking at work,None
7009,None,TalkBack.Year1.Carter.Fall.121019,41,I will have to try to splitscreen but well see,None
7010,None,TalkBack.Year1.Carter.Fall.121019,41,Lets go to this next part what do you need to do in order to make the prompt for this component,Pressing for Accuracy
7011,None,TalkBack.Year1.Carter.Fall.121019,41,Talk with your elbow partner,Keeping Everyone Together
7012,None,TalkBack.Year1.Carter.Fall.121019,42,Okay Hunter what needs to be on here in order to make the prompt,Pressing for Accuracy
7014,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,44,What are those items in between the parenthesis cSSed again,Pressing for Accuracy
7016,None,TalkBack.Year1.Carter.Fall.121019,46,Yes the ordered pairs of coordinates,Revoicing
7017,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,46,What would we be looking for,Pressing for Accuracy
7018,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,46,Help him out partner,Getting Students to Relate to Another's Ideas
7020,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,48,Do they have to be doubled,Keeping Everyone Together
7021,Revoicing,TalkBack.Year1.Carter.Fall.121019,48,They just have to be larger according to the prompt so the coordinates are accurate and make the picture larger,None
7022,None,TalkBack.Year1.Carter.Fall.121019,48,It doesnt have to be double they just have to be larger,None
7023,None,TalkBack.Year1.Carter.Fall.121019,48,They need to be accurate and larger,None
7024,None,TalkBack.Year1.Carter.Fall.121019,48,Anything else that people think for this,Pressing for Accuracy
7025,None,TalkBack.Year1.Carter.Fall.121019,48,Milan,Keeping Everyone Together
7027,Revoicing,TalkBack.Year1.Carter.Fall.121019,50,Okay so parenthesis and comma for the ordered pair,Revoicing
7028,None,TalkBack.Year1.Carter.Fall.121019,50,Phyl,Keeping Everyone Together
7030,None,TalkBack.Year1.Carter.Fall.121019,52,Okay follows the rule that you wrote nice thank you,None
7031,None,TalkBack.Year1.Carter.Fall.121019,52,Anything else,Keeping Everyone Together
7032,None,TalkBack.Year1.Carter.Fall.121019,52,Charlie,Keeping Everyone Together
7034,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,54,First of SS this is use your rule so write the new coordinates so lets just stay there,None
7035,None,TalkBack.Year1.Carter.Fall.121019,54,Now go on to the next part read number four,Keeping Everyone Together
7038,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,56,Stop and think what are you looking for in order for it to be a good answer to the problems,Pressing for Accuracy
7039,None,TalkBack.Year1.Carter.Fall.121019,56,Sutton,Keeping Everyone Together
7041,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,58,What do you think,Getting Students to Relate to Another's Ideas
7042,None,TalkBack.Year1.Carter.Fall.121019,58,Thank you,None
7043,None,TalkBack.Year1.Carter.Fall.121019,58,What else,Pressing for Accuracy
7044,None,TalkBack.Year1.Carter.Fall.121019,58,Isabel,Keeping Everyone Together
7045,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,58,If these are the coordinates here when I plot them whats important to make sure happens,Pressing for Accuracy
7047,Restating,TalkBack.Year1.Carter.Fall.121019,60,Okay thats true youre going to do them in that order,None
7048,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,60,What else are you going to do about these coordinates to make sure that they are following your rule,Pressing for Accuracy
7049,None,TalkBack.Year1.Carter.Fall.121019,60,Plot the coordinates for the new book,None
7051,Revoicing,TalkBack.Year1.Carter.Fall.121019,62,They actuSSy make it larger,None
7052,None,TalkBack.Year1.Carter.Fall.121019,62,What else though,Pressing for Accuracy
7053,None,TalkBack.Year1.Carter.Fall.121019,62,Talk with your partners what else are we looking for when they plot these coordinates,Pressing for Accuracy
7054,None,TalkBack.Year1.Carter.Fall.121019,63,Hey back to me,None
7055,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,63,Sandra what are we looking for about them plotting the coordinates,Pressing for Accuracy
7084,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,75,What are we looking for,Pressing for Accuracy
7085,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,75,You actuSSy answer the questions but what are we looking for that helps us answer the questions correctly,Pressing for Accuracy
7086,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,75,What are we going to use that helps us be clear to our reader,Pressing for Accuracy
7088,Restating,TalkBack.Year1.Carter.Fall.121019,77,Our reasoning good,Revoicing
7089,None,TalkBack.Year1.Carter.Fall.121019,77,What else,Pressing for Accuracy
7090,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,77,Help her out find somebody thats showing you this to help you out,Getting Students to Relate to Another's Ideas
7091,None,TalkBack.Year1.Carter.Fall.121019,78,Charlie,Keeping Everyone Together
7093,Revoicing,TalkBack.Year1.Carter.Fall.121019,80,Okay so detailed,None
7094,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,80,How can we be detailed,Pressing for Accuracy
7095,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,80,What helps us be detailed,Pressing for Accuracy
7096,None,TalkBack.Year1.Carter.Fall.121019,80,Stevie,Keeping Everyone Together
7098,None,TalkBack.Year1.Carter.Fall.121019,82,What Im looking for here is math vocabulary,None
7099,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,82,Youre using words like Xcoordinate Ycoordinate ordered pairs so the math vocabulary,None
7100,None,TalkBack.Year1.Carter.Fall.121019,82,You guys are on the right track youre just not stating it as clear as I would like,None
7101,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,82,Make sure youre using math vocabulary,None
7103,Restating,TalkBack.Year1.Carter.Fall.121019,84,Yes restating the prompt,Revoicing
7104,None,TalkBack.Year1.Carter.Fall.121019,84,How my prediction was correct is good,None
7105,None,TalkBack.Year1.Carter.Fall.121019,84,SS right so now weve got a list what were you looking for or good answers here,Pressing for Accuracy
7106,None,TalkBack.Year1.Carter.Fall.121019,84,Lets look at some work,None
7107,None,TalkBack.Year1.Carter.Fall.121019,84,Where is it,None
7108,None,TalkBack.Year1.Carter.Fall.121019,84,Heres someones actual work and I already see some people questioning some things,None
7109,None,TalkBack.Year1.Carter.Fall.121019,85,No,None
7110,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,85,Talk with your elbow partner what did you notice about this part,Pressing for Accuracy
7111,None,TalkBack.Year1.Carter.Fall.121019,86,Back to me please,None
7112,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,86,Dylan what observations did you and your partner have about this work,Pressing for Accuracy
7114,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,88,Okay but if you look back at the prompt it didnt say where it needs to be it just said he wants to put a picture of a larger book on his folder so is it breaking the rule to have it there,Keeping Everyone Together
7116,Revoicing,TalkBack.Year1.Carter.Fall.121019,90,No so yes looks like its the same size I agree its supposed to be larger,Revoicing
7117,None,TalkBack.Year1.Carter.Fall.121019,90,What would you like to add Milan,Getting Students to Relate to Another's Ideas
7119,None,TalkBack.Year1.Carter.Fall.121019,92,Im sorry it was Vanessa that still had her hand up,None
7120,None,TalkBack.Year1.Carter.Fall.121019,92,Sorry,None
7123,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,94,Okay so I want to ask you is if somethings larger but in a different location does that mean that it doesnt fit the rule that they ask for,Keeping Everyone Together
7124,None,TalkBack.Year1.Carter.Fall.121019,94,Lets go back to that original question,None
7125,None,TalkBack.Year1.Carter.Fall.121019,94,I think its over here,None
7126,None,TalkBack.Year1.Carter.Fall.121019,94,No its over here,None
7127,None,TalkBack.Year1.Carter.Fall.121019,94,No its right here,None
7128,None,TalkBack.Year1.Carter.Fall.121019,94,After drawing the picture Justly decides he wants to put a picture of a larger book on his folder,None
7129,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,94,Does it say that it has to start on these same coordinates in order to be larger,Keeping Everyone Together
7131,None,TalkBack.Year1.Carter.Fall.121019,96,No,Restating
7133,Revoicing,TalkBack.Year1.Carter.Fall.121019,98,It could be on any coordinates as long as its larger,None
7135,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,100,Multiplying,Restating
7138,None,TalkBack.Year1.Carter.Fall.121019,102,Thats a great question,None
7139,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,102,Everybody think about it,None
7140,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,102,Everybody think about how could you make this bigger but change the location,Pressing for Accuracy
7141,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,102,How can you make this larger lets even just say twice as large just for arguments sake how can you make this twice as large but put it in a different location,Pressing for Accuracy
7142,None,TalkBack.Year1.Carter.Fall.121019,102,Talk with your elbow partner about your idea,Keeping Everyone Together
7143,None,TalkBack.Year1.Carter.Fall.121019,102,Ready,Keeping Everyone Together
7144,None,TalkBack.Year1.Carter.Fall.121019,102,Go,Keeping Everyone Together
7145,None,TalkBack.Year1.Carter.Fall.121019,103,Okay back to me please,None
7146,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,103,Kirby what did you and your partner decide,Pressing for Accuracy
7148,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,104,Okay good youre on the right track but how could I move that and make it twice as large,Pressing for Accuracy
7149,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,104,Like this right here from here to here is how many sections wide so far,None
7150,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,104,From here to here how many sections are they showing,Pressing for Accuracy
7151,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,104,Its one so we want it to be how many sections wide,Pressing for Accuracy
7152,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,104,Two but where will we put it then,Pressing for Accuracy
7153,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,104,We know that its going to have to be two sections wide so can you make this larger but just put it at different coordinates,Keeping Everyone Together
7155,None,TalkBack.Year1.Carter.Fall.121019,106,Milan,Keeping Everyone Together
7156,None,TalkBack.Year1.Carter.Fall.121019,106,Im sorry Vanessa,None
7163,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Fall.121019,108,Okay but Sandra respond to her,Getting Students to Relate to Another's Ideas
7165,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,110,This needs it in terms of getting larger or its not even larger,None
7167,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,112,The fact that its in a different location does that change this persons work,Keeping Everyone Together
7168,None,TalkBack.Year1.Carter.Fall.121019,112,No,None
7169,None,TalkBack.Year1.Carter.Fall.121019,112,The part that doesnt work is that they kept it the same,None
7170,None,TalkBack.Year1.Carter.Fall.121019,112,SS they did was move its location in the coordinate plane so thats not meeting the objective,None
7171,Revoicing,TalkBack.Year1.Carter.Fall.121019,112,I heard somebody saying the dots are too big,None
7172,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,112,Does it matter what size,Keeping Everyone Together
7174,None,TalkBack.Year1.Carter.Fall.121019,114,No theyre definitely on the coordinate they just are emphasized,Revoicing
7175,None,TalkBack.Year1.Carter.Fall.121019,114,The problem is its not twice as large,None
7176,None,TalkBack.Year1.Carter.Fall.121019,114,SS right lets look at the next one,None
7177,None,TalkBack.Year1.Carter.Fall.121019,114,Lets read this,Keeping Everyone Together
7178,None,TalkBack.Year1.Carter.Fall.121019,114,This was where you read a rule Justly used to make the picture that was larger,None
7179,None,TalkBack.Year1.Carter.Fall.121019,114,Read the rule with me,Keeping Everyone Together
7181,None,TalkBack.Year1.Carter.Fall.121019,116,Okay I think my contact might be in bathroom six,None
7182,None,TalkBack.Year1.Carter.Fall.121019,116,The tunnel looks like a pipe too,None
7184,None,TalkBack.Year1.Carter.Fall.121019,118,Look and see,None
7185,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,118,Did this person make it larger,Keeping Everyone Together
7187,None,TalkBack.Year1.Carter.Fall.121019,120,I see some people that I missed,None
7188,None,TalkBack.Year1.Carter.Fall.121019,120,Ryan,Keeping Everyone Together
7190,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,122,He meant to say what,Pressing for Accuracy
7192,None,TalkBack.Year1.Carter.Fall.121019,124,So he wasnt as detailed as he should be right,Keeping Everyone Together
7193,None,TalkBack.Year1.Carter.Fall.121019,124,Lets look at this next one,None
7194,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,124,Describe what you think the new picture will look like,Pressing for Accuracy
7195,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,124,Be specific about how you think the folder will change,None
7196,None,TalkBack.Year1.Carter.Fall.121019,124,The folder will be,Pressing for Accuracy
7197,None,TalkBack.Year1.Carter.Fall.121019,124,Read it with me,Keeping Everyone Together
7199,Pressing for Accuracy,TalkBack.Year1.Carter.Fall.121019,126,Is it just tSSer,Keeping Everyone Together
7202,Revoicing,TalkBack.Year1.Carter.Fall.121019,129,Its tSSer and wider yes,Revoicing
7203,None,TalkBack.Year1.Carter.Fall.121019,129,Lets look now at this rule,None
7204,None,TalkBack.Year1.Carter.Fall.121019,129,Looks like he multiplied it by six right,Keeping Everyone Together
7206,None,TalkBack.Year1.Carter.Fall.121019,131,Thats five six,None
7207,None,TalkBack.Year1.Carter.Fall.121019,131,Yes he multiplied both coordinates by six so he was not specific up here,None
7208,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,131,Those two things hes a little confused but this part he actuSSy made the coordinates following a different rule to what he wrote so would he be proficient,Keeping Everyone Together
7210,None,TalkBack.Year1.Carter.Fall.121019,133,No but he did reSSy make me work,Revoicing
7211,None,TalkBack.Year1.Carter.Fall.121019,133,Lets look at this one,None
7212,None,TalkBack.Year1.Carter.Fall.121019,134,Talk with your elbow partner what you notice about the,Pressing for Accuracy
7213,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,134,Lets hear one of your observations Isabel,Pressing for Accuracy
7215,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,135,Did it have to be tSSer and wider,Keeping Everyone Together
7217,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,137,No it just had to be larger so would you say that this is larger,Keeping Everyone Together
7219,None,TalkBack.Year1.Carter.Fall.121019,139,Yes so that would work,Revoicing
7220,Pressing for Reasoning,TalkBack.Year1.Carter.Fall.121019,140,What else did you notice Brendan,Pressing for Accuracy
7228,Keeping Everyone Together,TalkBack.Year1.Carter.Fall.121019,141,I see a lot of people agreeing with you,None
7229,None,TalkBack.Year1.Carter.Fall.121019,141,Thank you,None
