ID,TalkMove_Pred,Transcript,Turn,Sentence,TalkMove_Truth
9389,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,100,Now are you done once you know that the common denominator is 50,Keeping Everyone Together
9391,Restating,TalkBack.Year1.Carter.Spring.011420,102,No,Restating
9392,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,102,You know the new denominator what do you have to do to find the numerator,Pressing for Accuracy
9393,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,102,Show me a,None
9394,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,102,How are you going to know what to multiply it by,Pressing for Accuracy
9395,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,102,Lets talk about the one thats onefourth and twothirds because thats a nice small number,None
9396,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.011420,102,What did I multiply 4 by to get the product of 12,Pressing for Accuracy
9397,None,TalkBack.Year1.Carter.Spring.011420,102,Really like the way people are showing me,None
9398,None,TalkBack.Year1.Carter.Spring.011420,102,I multiplied the denominator by three,None
9399,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.011420,102,What do I multiply the numerator by,Pressing for Accuracy
9400,None,TalkBack.Year1.Carter.Spring.011420,102,Three,Keeping Everyone Together
9401,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,102,Why did I multiply the denominator three by to get the product of 12,Pressing for Reasoning
9402,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.011420,102,What do I need to do to the numerator,Pressing for Accuracy
9403,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.011420,102,Multiply by,Pressing for Accuracy
9405,Restating,TalkBack.Year1.Carter.Spring.011420,104,Four,Restating
9406,None,TalkBack.Year1.Carter.Spring.011420,104,I get what to do with this I need more practice fabulous,None
9407,None,TalkBack.Year1.Carter.Spring.011420,104,I am going to have you use sage and scribe,None
9408,None,TalkBack.Year1.Carter.Spring.011420,104,You are going to be on page 157 could you please turn to that and  Liza I want you want you to be on 156,None
9409,None,TalkBack.Year1.Carter.Spring.011420,104,Were going to skip the parts at the top where we summarize I feel weve summarized all through the lesson,None
9410,None,TalkBack.Year1.Carter.Spring.011420,104,Go to the middle part  read these directions together,Keeping Everyone Together
9411,None,TalkBack.Year1.Carter.Spring.011420,105,Used any of these strategies on common denominators rewrite each fraction using their common denominators then solve,None
9412,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,106,Look at the first example,None
9413,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,106,Were on 1a,None
9414,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,106,See how we have twoninth and fivesixth,None
9415,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.011420,106,They found the common denominator of 18 so did they use the quick common denominator method,None
9416,None,TalkBack.Year1.Carter.Spring.011420,106,No,None
9417,None,TalkBack.Year1.Carter.Spring.011420,106,They probably generated some fractions,None
9468,None,TalkBack.Year1.Carter.Spring.011420,126,Make you  following directions  follow directions,None
9469,None,TalkBack.Year1.Carter.Spring.011420,126,Thank you,None
9470,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,126,Lets all read number one directions here we go,Keeping Everyone Together
9472,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,128,Do you see the table,Keeping Everyone Together
9473,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,128,Do you see all of those steps there for you,Keeping Everyone Together
9474,None,TalkBack.Year1.Carter.Spring.011420,128,Questions about what you fill in each of those different sections of the table,Keeping Everyone Together
9475,None,TalkBack.Year1.Carter.Spring.011420,128,I like that youre cleaning up but I prefer you could you to wait until we go over this homework please,None
9476,None,TalkBack.Year1.Carter.Spring.011420,128,Thank you,None
9477,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,128,Lets look at their reminders for us,Keeping Everyone Together
9479,None,TalkBack.Year1.Carter.Spring.011420,130,Those are the ones we practiced,None
9480,None,TalkBack.Year1.Carter.Spring.011420,130,Questions on number one,None
9481,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.011420,130,Lets look at the next set of directions,None
9482,None,TalkBack.Year1.Carter.Spring.011420,131,Use the tables to help you rewrite the problems with common denominators then solve,None
9483,None,TalkBack.Year1.Carter.Spring.011420,132,Questions about that,Keeping Everyone Together
9484,None,TalkBack.Year1.Carter.Spring.011420,132,If this top part takes more than lets say 15 minutes then you dont have to do the practice down at the bottom,None
9485,None,TalkBack.Year1.Carter.Spring.011420,132,So if its like a normal thing for you to just whip this baby out in like five minutes go ahead and do the practice at the bottom,None
9486,None,TalkBack.Year1.Carter.Spring.011420,132,Does that make sense,Keeping Everyone Together
9487,None,TalkBack.Year1.Carter.Spring.011420,132,I dont want this dominating your life should just be practice shouldnt be I have to relearn this whole thing,None
9488,None,TalkBack.Year1.Carter.Spring.011420,133,Like I said before if you want to take your math journal home as your resource feel free but just make sure you bring it back,None
9489,None,TalkBack.Year1.Carter.Spring.011420,133,Thank you for your hard work before you join up on the,None
10069,None,TalkBack.Year1.Carter.Spring.012220,182,Did I say it wrong,Keeping Everyone Together
10072,None,TalkBack.Year1.Carter.Spring.012220,183,Sorry,None
10073,None,TalkBack.Year1.Carter.Spring.012220,183,Im rattled,None
10074,None,TalkBack.Year1.Carter.Spring.012220,183,Im looking at the clock and going Ive got to change something about what Im doing here,None
10075,None,TalkBack.Year1.Carter.Spring.012220,183,34 of a bag of eight carrots,None
10076,None,TalkBack.Year1.Carter.Spring.012220,183,And flash,None
10077,None,TalkBack.Year1.Carter.Spring.012220,183,Im glad,None
10078,None,TalkBack.Year1.Carter.Spring.012220,183,I see most people getting the hang of this,None
10079,None,TalkBack.Year1.Carter.Spring.012220,183,If you have 34 times eight youre on the right track,None
10080,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,183,Talk with your partner about why its 34 times eight,Pressing for Reasoning
10082,None,TalkBack.Year1.Carter.Spring.012220,185,solving this,None
10083,None,TalkBack.Year1.Carter.Spring.012220,185,Youre supposed to be multiplying,None
10084,Revoicing,TalkBack.Year1.Carter.Spring.012220,185,You are giving me the expression 34 of eight,None
10085,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,185,I dont know why,None
10086,None,TalkBack.Year1.Carter.Spring.012220,185,Okay,None
10087,None,TalkBack.Year1.Carter.Spring.012220,185,Did you already talk yet,Keeping Everyone Together
10089,None,TalkBack.Year1.Carter.Spring.012220,187,Okay,None
10090,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,187,Back to me,None
10097,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,189,Who can explain this a little more,Getting Students to Relate to Another's Ideas
10098,None,TalkBack.Year1.Carter.Spring.012220,189,Brandon,Keeping Everyone Together
10103,None,TalkBack.Year1.Carter.Spring.012220,191,Kaya,Keeping Everyone Together
10105,Revoicing,TalkBack.Year1.Carter.Spring.012220,193,That is actually going to be 34 of the whole as being eight,None
10106,None,TalkBack.Year1.Carter.Spring.012220,193,I like your thinking,None
10107,None,TalkBack.Year1.Carter.Spring.012220,193,Thank you,None
10108,None,TalkBack.Year1.Carter.Spring.012220,193,I get what youre saying,None
10109,None,TalkBack.Year1.Carter.Spring.012220,193,All right,None
10110,None,TalkBack.Year1.Carter.Spring.012220,193,Im going to just turn you loose but Im going to have you work with your partner,None
10111,None,TalkBack.Year1.Carter.Spring.012220,193,All right,None
10112,None,TalkBack.Year1.Carter.Spring.012220,193,Youre going to work on the rest of that page 167 where your math message was,None
10113,None,TalkBack.Year1.Carter.Spring.012220,193,Working together,None
10114,None,TalkBack.Year1.Carter.Spring.012220,193,Working together,None
10115,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,193,Should one person be dominating,None
10117,None,TalkBack.Year1.Carter.Spring.012220,195,No,Restating
10118,None,TalkBack.Year1.Carter.Spring.012220,195,Working together,None
10141,None,TalkBack.Year1.Carter.Spring.012220,205,Yes because you wouldnt be allowed to use it even if it works,None
10143,None,TalkBack.Year1.Carter.Spring.012220,207,Great,None
10144,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,207,Keep working together,None
10146,None,TalkBack.Year1.Carter.Spring.012220,209,I cut the side of each half,None
10147,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,209,If you have six of these heres six whats 13,Pressing for Accuracy
10149,None,TalkBack.Year1.Carter.Spring.012220,211,No thats 23,None
10150,None,TalkBack.Year1.Carter.Spring.012220,211,Thats half,None
10151,None,TalkBack.Year1.Carter.Spring.012220,211,We can make this into three groups,None
10152,None,TalkBack.Year1.Carter.Spring.012220,211,Right,None
10153,None,TalkBack.Year1.Carter.Spring.012220,211,There you go,None
10154,None,TalkBack.Year1.Carter.Spring.012220,211,You have three groups,None
10155,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,211,So whats 13,Pressing for Accuracy
10157,None,TalkBack.Year1.Carter.Spring.012220,213,Two but you have 23 so that would be,Pressing for Accuracy
10159,None,TalkBack.Year1.Carter.Spring.012220,215,One,None
10160,None,TalkBack.Year1.Carter.Spring.012220,215,Two,None
10161,None,TalkBack.Year1.Carter.Spring.012220,215,This is one group,None
10162,None,TalkBack.Year1.Carter.Spring.012220,215,This is another group,None
10163,None,TalkBack.Year1.Carter.Spring.012220,215,This is now 23,None
10164,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,215,So how much is that,Pressing for Accuracy
10166,None,TalkBack.Year1.Carter.Spring.012220,217,You see why its four,Keeping Everyone Together
10168,Revoicing,TalkBack.Year1.Carter.Spring.012220,219,You divided this into three groups you found 13 first but you had two of them,None
10169,None,TalkBack.Year1.Carter.Spring.012220,219,So one group plus another group is 23 because two times two is four,None
10170,None,TalkBack.Year1.Carter.Spring.012220,219,Okay,None
10171,None,TalkBack.Year1.Carter.Spring.012220,219,Now you have a total of 12,None
10172,None,TalkBack.Year1.Carter.Spring.012220,219,Right,None
10173,None,TalkBack.Year1.Carter.Spring.012220,219,Two four six eight,None
10174,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,219,How many more do I need,Pressing for Accuracy
10175,None,TalkBack.Year1.Carter.Spring.012220,219,One more,Keeping Everyone Together
10176,None,TalkBack.Year1.Carter.Spring.012220,220,Heres four more so now I have 12,None
10177,None,TalkBack.Year1.Carter.Spring.012220,220,Do you see that,Keeping Everyone Together
10178,None,TalkBack.Year1.Carter.Spring.012220,220,Two four six eight 10 12,None
10179,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,220,Whats 13 of this,Pressing for Accuracy
10180,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,220,How many groups do we make that into if were making a third,Pressing for Accuracy
10181,None,TalkBack.Year1.Carter.Spring.012220,220,There you go,None
10182,None,TalkBack.Year1.Carter.Spring.012220,220,Three groups,None
10183,None,TalkBack.Year1.Carter.Spring.012220,220,13 is four but we need 23,None
10184,None,TalkBack.Year1.Carter.Spring.012220,220,You just divided it into half,None
10185,None,TalkBack.Year1.Carter.Spring.012220,220,This is 13,None
10186,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,220,13 plus 13 is how many thirds,Pressing for Accuracy
10187,None,TalkBack.Year1.Carter.Spring.012220,220,23 right,Keeping Everyone Together
10215,None,TalkBack.Year1.Carter.Spring.012220,227,14 is two but you have three of them,None
10216,None,TalkBack.Year1.Carter.Spring.012220,227,So,None
10218,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,229,Two times three is,Pressing for Accuracy
10220,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,231,Two times three is,Pressing for Accuracy
10222,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,233,Can you see why,Keeping Everyone Together
10223,None,TalkBack.Year1.Carter.Spring.012220,233,You are only finding 14,None
10224,None,TalkBack.Year1.Carter.Spring.012220,233,You have to find this 14 to help you find the 34,None
10225,None,TalkBack.Year1.Carter.Spring.012220,233,You are doing the same thing,None
10226,None,TalkBack.Year1.Carter.Spring.012220,233,You found 14 because if you have eight things,None
10228,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,235,Do you see what your fix up is,Keeping Everyone Together
10230,None,TalkBack.Year1.Carter.Spring.012220,237,Okay,None
10231,None,TalkBack.Year1.Carter.Spring.012220,238,Im just going to grab something,None
10232,None,TalkBack.Year1.Carter.Spring.012220,238,Okay,None
10233,None,TalkBack.Year1.Carter.Spring.012220,238,Okay,None
10234,None,TalkBack.Year1.Carter.Spring.012220,238,I dont know what were doing here,None
10235,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,238,Talk to me about this,None
10236,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,238,Whats 14 of eight,Pressing for Accuracy
10238,None,TalkBack.Year1.Carter.Spring.012220,239,Yes,None
10240,None,TalkBack.Year1.Carter.Spring.012220,241,Good but you have 3 4,None
10241,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,241,So if you know 14 is two what would 34 be,Pressing for Accuracy
10243,None,TalkBack.Year1.Carter.Spring.012220,243,Right,None
10244,None,TalkBack.Year1.Carter.Spring.012220,243,Thats what multiplication is finding fraction of,None
10253,None,TalkBack.Year1.Carter.Spring.012220,249,Not two,Revoicing
10255,None,TalkBack.Year1.Carter.Spring.012220,251,14 is two,Revoicing
10257,None,TalkBack.Year1.Carter.Spring.012220,253,Uhhuh,None
10258,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,253,Do you see why its six,Keeping Everyone Together
10259,None,TalkBack.Year1.Carter.Spring.012220,253,Because 14 is two but you have 34,None
10261,None,TalkBack.Year1.Carter.Spring.012220,255,Yes,None
10262,None,TalkBack.Year1.Carter.Spring.012220,255,You have four here but that doesnt make sense because that would be half of this,None
10263,None,TalkBack.Year1.Carter.Spring.012220,255,Thats how I knew Oops there is a little fixup,None
10264,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,255,Whats 14 of eight,Pressing for Accuracy
10265,None,TalkBack.Year1.Carter.Spring.012220,256,But you have three of them so,Pressing for Accuracy
10267,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,258,So whats 14 of 10,Pressing for Accuracy
10268,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,258,Twenty divided by four is,Pressing for Accuracy
10270,Restating,TalkBack.Year1.Carter.Spring.012220,260,Five,Restating
10271,None,TalkBack.Year1.Carter.Spring.012220,260,Thats 15 or 14 but you have three of them,None
10272,None,TalkBack.Year1.Carter.Spring.012220,260,See how we went from 15 to 35,Keeping Everyone Together
10273,None,TalkBack.Year1.Carter.Spring.012220,260,Thats what youre doing here,None
10274,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,260,Whats 14 of 16,Pressing for Accuracy
10286,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,266,Whats 14 of eight,Pressing for Accuracy
10288,None,TalkBack.Year1.Carter.Spring.012220,268,No thats half because 2 x 4  8,None
10289,None,TalkBack.Year1.Carter.Spring.012220,268,So two is 14 but you have 34,None
10290,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,268,So 2 x 3 is,Pressing for Accuracy
10292,Restating,TalkBack.Year1.Carter.Spring.012220,270,Six,Restating
10293,None,TalkBack.Year1.Carter.Spring.012220,270,You dont need to put six over four,None
10294,None,TalkBack.Year1.Carter.Spring.012220,270,Okay,None
10295,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,270,So whats 14 of 20,Pressing for Accuracy
10298,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,272,Twenty divided by four is,Pressing for Accuracy
10301,None,TalkBack.Year1.Carter.Spring.012220,274,Four times four is 16,Revoicing
10302,None,TalkBack.Year1.Carter.Spring.012220,274,Thats four times five,None
10303,None,TalkBack.Year1.Carter.Spring.012220,275,Four times five is 20,None
10304,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,275,So five is 14 but how many fourths do we have,Pressing for Accuracy
10306,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,277,Five times three is,Pressing for Accuracy
10331,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,291,So seven times three is,Pressing for Accuracy
10333,None,TalkBack.Year1.Carter.Spring.012220,293,Perfect,None
10334,None,TalkBack.Year1.Carter.Spring.012220,293,Yes,None
10335,None,TalkBack.Year1.Carter.Spring.012220,293,Now you need to find this strategy down here because this is  fraction,None
10336,None,TalkBack.Year1.Carter.Spring.012220,293,Okay,None
10337,None,TalkBack.Year1.Carter.Spring.012220,293,Does that help,Keeping Everyone Together
10339,None,TalkBack.Year1.Carter.Spring.012220,295,You guys seem like a really positive group and youre actually working,None
10340,None,TalkBack.Year1.Carter.Spring.012220,295,Nice job,None
10341,None,TalkBack.Year1.Carter.Spring.012220,296,Nice job,None
10342,None,TalkBack.Year1.Carter.Spring.012220,296,Yes,None
10344,None,TalkBack.Year1.Carter.Spring.012220,298,Yes,None
10345,None,TalkBack.Year1.Carter.Spring.012220,298,Good job you guys,None
10346,None,TalkBack.Year1.Carter.Spring.012220,298,It looks like youve got this figured out now,None
10347,None,TalkBack.Year1.Carter.Spring.012220,298,Good,None
10348,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,298,Would you need counters to do them all,Keeping Everyone Together
10350,Restating,TalkBack.Year1.Carter.Spring.012220,300,No,Restating
10351,None,TalkBack.Year1.Carter.Spring.012220,300,Okay,None
10352,None,TalkBack.Year1.Carter.Spring.012220,300,Im just curious,None
10389,None,TalkBack.Year1.Carter.Spring.012220,312,This is a line for fraction,None
10390,None,TalkBack.Year1.Carter.Spring.012220,312,Right,None
10391,None,TalkBack.Year1.Carter.Spring.012220,312,810 here its a normal number on a line,None
10392,None,TalkBack.Year1.Carter.Spring.012220,312,There you go like,None
10394,None,TalkBack.Year1.Carter.Spring.012220,314,Thirty because its finding a group of whole,Revoicing
10395,None,TalkBack.Year1.Carter.Spring.012220,314,All right,None
10396,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,314,Back to me,None
10397,None,TalkBack.Year1.Carter.Spring.012220,314,Thank you,None
10398,None,TalkBack.Year1.Carter.Spring.012220,314,I appreciate everybody in here,None
10399,None,TalkBack.Year1.Carter.Spring.012220,314,Thank you for people that were struggling and didnt give up,None
10400,None,TalkBack.Year1.Carter.Spring.012220,314,Thank you for people that werent struggling that were patient,None
10401,None,TalkBack.Year1.Carter.Spring.012220,314,The needs in this room are this wide and its hard sometimes to meet these needs effectively,None
10402,None,TalkBack.Year1.Carter.Spring.012220,314,I need,None
10403,None,TalkBack.Year1.Carter.Spring.012220,314,Right,None
10404,None,TalkBack.Year1.Carter.Spring.012220,314,So thank you for being patient and working through this,None
10405,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,315,Lets go back to the learning intention here,None
10406,None,TalkBack.Year1.Carter.Spring.012220,315,Lets find it there we go,None
10407,None,TalkBack.Year1.Carter.Spring.012220,315,I will know Im successful when I can solve problem four on page 167,None
10408,None,TalkBack.Year1.Carter.Spring.012220,315,Problem four on page 167,None
10409,None,TalkBack.Year1.Carter.Spring.012220,315,Lets just run through those answers so you can see if you got it right,None
10410,None,TalkBack.Year1.Carter.Spring.012220,315,Youre on page 167,None
10411,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,315,What is the out for eight,Pressing for Accuracy
10412,None,TalkBack.Year1.Carter.Spring.012220,315,Flash it to me,None
10413,None,TalkBack.Year1.Carter.Spring.012220,315,Some people are not getting this right,None
10414,None,TalkBack.Year1.Carter.Spring.012220,315,Thank you,None
10415,None,TalkBack.Year1.Carter.Spring.012220,315,If you said six youre right,None
10416,None,TalkBack.Year1.Carter.Spring.012220,315,Were on number four checking our work so you know if youre successful or not,None
10417,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,315,What is the out for 20,Pressing for Accuracy
10418,None,TalkBack.Year1.Carter.Spring.012220,315,If you are showing me 15 youre right,None
10419,None,TalkBack.Year1.Carter.Spring.012220,315,Thank you,None
10420,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,315,The out for 16,Pressing for Accuracy
10421,None,TalkBack.Year1.Carter.Spring.012220,315,If youre showing me 12 youre right,None
10422,None,TalkBack.Year1.Carter.Spring.012220,315,Nice job,None
10423,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,315,Then the out for 28,Pressing for Accuracy
9490,None,TalkBack.Year1.Carter.Spring.012220,1,Sorry Im having technical difficulties over here,None
9491,None,TalkBack.Year1.Carter.Spring.012220,1,All right,None
9492,None,TalkBack.Year1.Carter.Spring.012220,2,I cant see it if youre holding it to the opposite wall,None
9493,None,TalkBack.Year1.Carter.Spring.012220,2,Thank you,None
9494,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,2,Talk with your shoulder partner about your painting,None
9495,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Spring.012220,2,Lets see if you can do what your partner did,None
9496,None,TalkBack.Year1.Carter.Spring.012220,2,If youre helpful or some of you keep doing what youre doing,None
9497,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,2,Lets read the number,Pressing for Accuracy
9499,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,3,Right break it in parts,None
9500,None,TalkBack.Year1.Carter.Spring.012220,4,Thats what expanded form means youre expanding,None
9501,None,TalkBack.Year1.Carter.Spring.012220,4,Okay and match,None
9503,None,TalkBack.Year1.Carter.Spring.012220,4,Nice job,None
9504,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,4,Share your thinking with your partner its the other persons turn to go first,Keeping Everyone Together
9505,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,4,Im wondering why youre putting parentheses around that part,None
9506,None,TalkBack.Year1.Carter.Spring.012220,4,Come with me,None
9507,None,TalkBack.Year1.Carter.Spring.012220,4,Wait come right here,None
9508,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,4,Do you see why this person put parentheses around theirs,Getting Students to Relate to Another's Ideas
9509,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,4,Why did they have parenthesis,Getting Students to Relate to Another's Ideas
9511,Revoicing,TalkBack.Year1.Carter.Spring.012220,5,Yes theyre showing this number and this separate number,None
9512,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,5,Look at this persons why are they using parentheses,Getting Students to Relate to Another's Ideas
9514,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,7,Yes theyre showing keep this together keep this together so what do parentheses do,Pressing for Accuracy
9516,Revoicing,TalkBack.Year1.Carter.Spring.012220,9,They group things dont they,Keeping Everyone Together
9517,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,9,Are you trying to group this and this,Keeping Everyone Together
9519,None,TalkBack.Year1.Carter.Spring.012220,11,No okay,Keeping Everyone Together
9520,None,TalkBack.Year1.Carter.Spring.012220,11,All right,None
9521,None,TalkBack.Year1.Carter.Spring.012220,11,Lets try this one,None
9522,None,TalkBack.Year1.Carter.Spring.012220,11,If you havent tried some other methods branch out if you are ready to branch out,None
9523,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,11,Try this one how do we say the number,Pressing for Accuracy
9527,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,14,If I didnt have a one what would I call that,Pressing for Accuracy
9528,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,14,Id call that seven what,Pressing for Accuracy
9529,None,TalkBack.Year1.Carter.Spring.012220,14,Flash,None
9530,None,TalkBack.Year1.Carter.Spring.012220,14,Thank you,None
9531,Keeping Everyone Together,TalkBack.Year1.Carter.Spring.012220,14,Talk with your partner again,Keeping Everyone Together
9532,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,14,Seven times what,Pressing for Accuracy
9533,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Carter.Spring.012220,14,What did she write,Getting Students to Relate to Another's Ideas
9534,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,14,What is that,Pressing for Accuracy
9536,None,TalkBack.Year1.Carter.Spring.012220,15,Onetenth plus one times,Pressing for Accuracy
9538,None,TalkBack.Year1.Carter.Spring.012220,17,Okay all right,None
9539,None,TalkBack.Year1.Carter.Spring.012220,17,Lets try one more,None
9540,None,TalkBack.Year1.Carter.Spring.012220,17,Lets say the number,Pressing for Accuracy
9542,None,TalkBack.Year1.Carter.Spring.012220,19,There you go give that a shot,None
9543,None,TalkBack.Year1.Carter.Spring.012220,19,These are really simple Hudson,None
9544,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,19,Are you trying to group that together,Keeping Everyone Together
9546,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,21,No keep the plus and keep the six but do you need the parentheses there,Keeping Everyone Together
9547,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,21,Do you need that,Keeping Everyone Together
9549,None,TalkBack.Year1.Carter.Spring.012220,23,No because youre not going to group,Revoicing
9550,None,TalkBack.Year1.Carter.Spring.012220,23,Like if youre doing 9 x 100 youre grouping that  6 x 1 you would be grouping that does that make sense,Keeping Everyone Together
9552,None,TalkBack.Year1.Carter.Spring.012220,25,Flash,None
9553,None,TalkBack.Year1.Carter.Spring.012220,25,Not many people have it done so Ill give you a moment longer,None
9554,None,TalkBack.Year1.Carter.Spring.012220,26,Five seconds and flash,None
9555,None,TalkBack.Year1.Carter.Spring.012220,26,Thats better,None
9557,None,TalkBack.Year1.Carter.Spring.012220,27,Thank you,None
9558,None,TalkBack.Year1.Carter.Spring.012220,27,Im going to have you set this on your desk,None
9559,None,TalkBack.Year1.Carter.Spring.012220,27,Youre going to go with your shoulder partner to another table and look at the work at that table,None
9571,None,TalkBack.Year1.Carter.Spring.012220,29,All right head back to your seats unless you need to stay there to talk to them about their work,None
9572,None,TalkBack.Year1.Carter.Spring.012220,29,Ready go,None
9573,None,TalkBack.Year1.Carter.Spring.012220,30,This is right,None
9575,None,TalkBack.Year1.Carter.Spring.012220,31,Okay,None
9576,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,32,This is the tenth to the zero so what should it be,Pressing for Accuracy
9578,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,33,Or should it be 10 to go first,Keeping Everyone Together
9580,None,TalkBack.Year1.Carter.Spring.012220,35,Because you want one zero there right,Keeping Everyone Together
9582,None,TalkBack.Year1.Carter.Spring.012220,37,One would be 10 to the 0,None
9584,None,TalkBack.Year1.Carter.Spring.012220,39,Yes so it should be 10 to the 0,None
9586,Pressing for Reasoning,TalkBack.Year1.Carter.Spring.012220,41,Yes so that is right do you see why,Keeping Everyone Together
9591,None,TalkBack.Year1.Carter.Spring.012220,44,No its not going to be a one its going to be a zero,Revoicing
9592,None,TalkBack.Year1.Carter.Spring.012220,44,I misread what you had there,None
9610,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,52,If we have 10 counters and we had to make them into five groups how many would be in each group,Pressing for Accuracy
9612,None,TalkBack.Year1.Carter.Spring.012220,54,No wheres your,None
9614,None,TalkBack.Year1.Carter.Spring.012220,54,This is one group two groups three groups four groups five groups,None
9615,None,TalkBack.Year1.Carter.Spring.012220,54,This is 15,None
9616,None,TalkBack.Year1.Carter.Spring.012220,54,This is what we just did with the counters remember,Keeping Everyone Together
9617,Pressing for Accuracy,TalkBack.Year1.Carter.Spring.012220,54,You make it into five groups so how manys in,Pressing for Accuracy
9618,None,TalkBack.Year1.Carter.Spring.012220,54,Im confused about the talking,None
9620,None,TalkBack.Year1.Carter.Spring.012220,56,No does it say that in the directions,Keeping Everyone Together
9622,None,TalkBack.Year1.Carter.Spring.012220,58,Got you sorry,None
9623,None,TalkBack.Year1.Carter.Spring.012220,58,Thank you for understanding,None
